Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;99998,4741210938;255627,547847232;-256052,036338685;361812,228278117;-45,0475324679432;12,7094809679116
2;79431,5338134766;586367,245537582;284064,733667947;651551,471146503;25,8477985073543;19,61376995048
3;63095,0927734375;39066,1099570563;-124599,950905189;130580,659795975;-72,5921065938533;24,7127569376063
4;50118,4463500977;-317482,97611586;-211528,644445404;381496,798865067;-146,32576190323;29,667009925098
5;39810,1806640625;609166,992580616;-51796,7232871246;611365,13262779;-4,86009978764839;31,8812349195076
6;31622,8866577148;682429,631955776;4973,89859069091;682447,757882232;0,417593752454703;34,1520909137743
7;25118,8278198242;688461,432710595;-40068,7270389074;689626,454840912;-3,33087948629369;36,3860989081339
8;19952,7740478516;634336,405649318;39905,3001767034;635590,362194305;3,59966138683493;40,4791688977999
9;15848,6366271973;632576,252472234;55887,2939457763;635040,238737985;5,0488988813545;43,6936748896841
10;12588,9778137207;641335,466335899;42870,5934433485;642766,729196892;3,82429387228888;46,8351298817527
11;9999,99046325684;657959,260038701;30765,4284459791;658678,145575014;2,67713568674351;50,9703738713122
12;7943,15338134766;659236,571831492;32369,4054502423;660030,784167936;2,81104246963852;56,1074758583422
13;6309,50927734375;663927,782598861;40088,7832170736;665136,986677531;3,45539499125742;61,058129845843
14;5011,79695129395;666549,839237026;60617,834771975;669300,537934452;5,19633815518002;64,2137808378758
15;3980,99422454834;670925,343764865;63562,7228623682;673929,548724257;5,41198548840622;67,5206888295266
16;3162,2052192688;683551,800203911;67380,1577135679;686864,724101851;5,62966390362241;70,6918408215203
17;2511,85894012451;692977,044502996;66404,3585445257;696151,365036238;5,47364141941229;73,8613008135181
18;1995,2654838562;690493,393208351;58323,6126810332;692952,213259002;4,82811784578434;78,9840498005844
19;1584,91730690002;699470,389208804;77147,2130468335;703711,956599295;6,29392744280472;83,0880167902229
20;1258,90970230103;708680,528294647;84226,162879275;713668,086506147;6,77776851646375;87,105806780079
21;999,987125396729;722551,164704718;78039,9987851665;726753,346759775;6,1644030461748;91,2487017696192
22;794,321298599243;723995,752811138;98060,2615192846;730606,368010707;7,71338216893259;95,2933897594073
