Time elapsed	Time stamp	Drain_TR Voltage	Drain_TR Current	Drain_TR Resistance	Gate Voltage	Gate Current	Gate Resistance	Loop_TR Index
s		V	A	V/A	V	A	V/A	

4.15371828e-01	2023-06-13T14:10:33.696434	-1.00000000e-01	-1.33630000e-10	7.48334955e+08	1.00000000e+00	1.14890000e-10	8.70397772e+09	1
1.60852029e+00	2023-06-13T14:10:34.889810	-1.00000000e-01	1.00940000e-10	-9.90687537e+08	1.00000000e+00	-2.65900000e-11	-3.76081234e+10	2
1.97158890e+00	2023-06-13T14:10:35.248399	-1.00000000e-01	-7.04300000e-11	1.41984950e+09	1.00000000e+00	-6.60200000e-11	-1.51469252e+10	3
2.35690778e+00	2023-06-13T14:10:35.628619	-1.00000000e-01	-5.48000000e-12	1.82481752e+10	1.00000000e+00	1.42750000e-10	7.00525394e+09	4
2.71825413e+00	2023-06-13T14:10:35.998792	-1.00000000e-01	5.87600000e-11	-1.70183799e+09	1.00000000e+00	-1.94650000e-10	-5.13742615e+09	5
3.08899494e+00	2023-06-13T14:10:36.368987	-1.00000000e-01	-1.02290000e-10	9.77612670e+08	1.00000000e+00	2.11240000e-10	4.73395190e+09	6
3.46140920e+00	2023-06-13T14:10:36.739183	-1.00000000e-01	1.25700000e-10	-7.95544948e+08	1.00000000e+00	-1.94340000e-10	-5.14562108e+09	7
3.82882406e+00	2023-06-13T14:10:37.109404	-1.00000000e-01	-1.38080000e-10	7.24217845e+08	1.00000000e+00	1.28120000e-10	7.80518264e+09	8
4.21191525e+00	2023-06-13T14:10:37.489601	-1.00000000e-01	1.04550000e-10	-9.56480153e+08	1.00000000e+00	-4.46300000e-11	-2.24064531e+10	9
4.57590365e+00	2023-06-13T14:10:37.849768	-1.00000000e-01	-6.90100000e-11	1.44906535e+09	1.00000000e+00	-4.65300000e-11	-2.14915109e+10	10
4.95217022e+00	2023-06-13T14:10:38.229969	-1.00000000e-01	7.10000000e-12	-1.40845070e+10	1.00000000e+00	1.30210000e-10	7.67990170e+09	11
5.31296969e+00	2023-06-13T14:10:38.590160	-1.00000000e-01	4.86900000e-11	-2.05380982e+09	1.00000000e+00	-1.87630000e-10	-5.32963812e+09	12
5.69865657e+00	2023-06-13T14:10:38.970395	-1.00000000e-01	-1.11570000e-10	8.96298288e+08	1.00000000e+00	2.09910000e-10	4.76394645e+09	13
6.06003902e+00	2023-06-13T14:10:39.340555	-1.00000000e-01	1.13580000e-10	-8.80436697e+08	1.00000000e+00	-2.03830000e-10	-4.90604916e+09	14
6.43020302e+00	2023-06-13T14:10:39.710782	-1.00000000e-01	-1.32920000e-10	7.52332230e+08	1.00000000e+00	1.42560000e-10	7.01459035e+09	15
6.80077604e+00	2023-06-13T14:10:40.081119	-1.00000000e-01	1.21320000e-10	-8.24266403e+08	1.00000000e+00	-6.82400000e-11	-1.46541618e+10	16
7.17282312e+00	2023-06-13T14:10:40.454089	-1.00000000e-01	-7.76400000e-11	1.28799588e+09	1.00000000e+00	-2.52600000e-11	-3.95882819e+10	17
